"id","type","original_language","post_date","published","updated_date","location_name","address1","address2","city","province","postal_code","country","tags","featured","hidden","files","links","photos","videos","audio","latitude","longitude","reviewed_by","reviewed_at","verified","orginal_entry_id","friendly_id","recruitment_method","level_polarization","typical_purposes","facetoface_online_or_both","method_types","public_spectrum","open_limited","number_of_participants","scope_of_influence","participants_interactions","decision_methods","if_voting","facilitators","level_complexity","purpose_method","completeness","collections"
149,"method","en","2009-11-14 00:00:00",True,"2020-06-23 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://beautifultrouble.org/tactic/forum-theater/,\""\"",\""Beautiful Trouble Tactic: Forum Theatre \"")""}","{""(https://s3.amazonaws.com/participedia.prod/c520e622-4a66-4202-86c6-7beb5fa92012_640px-Augusto_Boal_nyc5.jpg,https://commons.wikimedia.org/w/index.php?curid=6717858,\""By Thehero - Own work, CC BY-SA 3.0\"",\""\"")""}","{""(https://www.youtube.com/watch?v=srvnPJcLmlM,\""Cardboard Citizens\"",\""Untold stories: Cardboard Citizens' forum theatre at homeless hostels\"")""}","{}",NULL,NULL,NULL,NULL,False,NULL,"forum-theatre","","polarized","{}","","{participatory,community,participantled}","","open_to","{medium,large}","{neighbourhood,city/town}","{acting,storytelling,listenwatch}","{n/a}","{}","yes","","{develop}","complete","{}"
5764,"method","en","2019-04-30 00:00:00",True,"2021-07-28 00:00:00","","","","","","","","{}",False,False,"{}","{""(http://www.fao.org/3/ad346e/ad346e09.htm,\""National Institute of Rural Development (NIRD)\"",\""Training module on social auditing\"")""}","{""(https://s3.amazonaws.com/participedia.prod/aec033c5-d2ae-495f-9941-35345b5706a0_Picture1.png,\""http://bit.ly/2Wj9Peo \"",\""OneWorld Foundation India\"",\""Bihar Technical Assistance Support Team\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"social-auditing","","low","{}","both","{evaluation,community,collaborative}","","open_to","{small}","{city/town,metropolitan}","{}","{n/a}","{}","","moderate","{}","complete","{}"
4581,"method","en","2016-09-21 00:00:00",True,"2020-06-02 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.cdc.gov/healthyyouth/evaluation/pdf/brief7.pdf,\""\"",\""Gaining Consensus Among Stakeholders Through the Nominal Group Technique\"")"",""(https://joe.org/joe/1984march/iw2.php,\""John A. Sample\"",\""Nominal Group Technique: An Alternative to Brainstorming\"")""}","{""(https://s3.amazonaws.com/participedia.prod/02bf6a20-12dd-4755-b2c7-fae8491cda5b_nominal-groups.JPG,http://tinyurl.com/y3t3seem,\""Sustainable Sanitation and Water Management\"",\""Nominal Group Technique\"")""}","{""(https://www.youtube.com/watch?v=RaN2iNegrZg,\""Nicholas Fahey\"",\""Nominal Group Technique & Multivoting\"")""}","{}",NULL,NULL,NULL,NULL,False,NULL,"nominal-group-technique","","polarized","{}","facetoface","{deliberative,collaborative,planning}","","limited","{small,medium}","{regional}","{discussion,negotiation,ask}","{voting,general}","{}","no","moderate","{develop,make,deliver}","stub","{6492}"
158,"method","en","2010-05-25 10:17:53",True,"2018-07-16 22:01:27.194039","","","","","","","","{}",False,True,"{}","{""(https://link.springer.com/chapter/10.1007/978-3-642-38577-3_39,\""\"",\""\"")"",""(https://web.archive.org/web/20111105223415/http://wedecide.net:80/category/blog/wedecide-news,\""\"",\""\"")""}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","","{}","","","{}","{}","{}","{}",NULL,"no","","{}",NULL,"{}"
7181,"method","en","2020-12-13 04:04:23.919",True,"2020-12-13 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://sites.google.com/site/citizensatwork/,\""\"",\""Citizens at Work: Engaging for Prosperous Communities Blog\"")""}","{""(https://s3.amazonaws.com/participedia.prod/acffc2ba-e9eb-485d-9a6e-c3e602136baa,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.abundantcommunity.com%2Fhome%2Fposts%2Ffriends%2Fparms%2F1%2Fpost%2F20160208_for_communities_to_work.html&psig=AOvVaw1-eL3oy3Pda2_nPVfV1I56&ust=1607909677776000&source=images&cd=vfe&ved=0CAIQjRxqFwoTCNiCkOvoye0CFQAAAAAdAAAAABAP,\""David Mathews, the Charles F. Kettering Foundation\"",\""\""\""For Communities to Work\""\"" \"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"community-questions-guide-for-engaging-citizens","","","{}","facetoface","{community,deliberative}","","open","{}","{}","{}","{}","{}","yes","","{}","partial_citations","{}"
4146,"method","en","2014-11-05 00:00:00",True,"2022-07-15 15:05:19.319589","","","","","","","","{}",False,False,"{}","{""(http://www.academia.edu/3890167/Guide_to_Evaluating_Participatory_Processes_-_Practical_guide,\""\"",\""\"")""}","{""(https://s3.amazonaws.com/participedia.prod/b3deea6c-53bd-45c9-93b6-013b96a5c31d,\""\"",\""\"",Screen-Shot-2020-07-24-at-21.54.06.png)""}","{}","{}",NULL,NULL,"",NULL,False,NULL,"guide-to-evaluating-participatory-processes","","","{}","","{}","","","{}","{}","{}","{}","{}","no","","{}","stub","{}"
4313,"method","en","2016-02-04 00:00:00",True,"2019-11-30 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://pdfs.semanticscholar.org/f7d7/b2586722a71a13da6b18bb4b68f74d9f9b04.pdf,\""\"",\""The Maturing Concept of E-Democracy: From E-Voting and Online Consultations to Democratic Value Out of Jumbled Online Chatter\"")"",""(https://content.iospress.com/articles/information-polity/ip000064,\""\"",\""Just how risky is online voting?\"")""}","{""(https://s3.amazonaws.com/participedia.prod/d1645146-5d2c-4c29-bab9-a863c075a29d_onlinevoting.jpg,https://goo.gl/wFDxis,\""\"",\""Online Voting\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"online-voting","not","moderate","{}","online","{direct,public}","collaborate","open","{large}","{national,metropolitan,city/town}","{express,discussion}","{voting}","{}","no","low","{make}","partial_citations","{}"
428,"method","en","2011-12-20 00:00:00",True,"2020-01-13 00:00:00","","","","","","","","{}",False,False,"{}","{""(http://bildungsagenten.org/magic-roundtable/,\""\"",\""Magic Roundtable – Gruppengespräche mit aktivem Zuhören\"")"",""(http://open-forum.de/magic-roundtable.pdf,\""\"",\""\"")""}","{""(https://s3.amazonaws.com/participedia.prod/1b3096dd-447c-4dc0-9b0b-52f0179e6542,http://open-forum.de/re-invent-democracy.html,open-forum.de,\""Magic Roundtables\"")""}","{""(https://vimeo.com/226878385,\""\"",\""Magic Roundtable, explained by Heiner Benking \"")""}","{}",NULL,NULL,NULL,NULL,False,NULL,"magic-roundtables","","polarized","{}","facetoface","{deliberative}","","limited","{small,medium}","{organization,city/town}","{discussion,listenwatch}","{general,idea}","{}","yes","","{}","partial_citations","{}"
5828,"method","en","2019-06-08 00:00:00",True,"2019-08-07 16:34:57.682276","","","","","","","","{}",False,False,"{}","{""(https://agora.picapp.org/,\""Plataforma de Integración Ciudadana\"",\""\"")""}","{""(\""https://s3.amazonaws.com/participedia.prod/71bc17a6-abf1-4cd0-a522-2230551776d5-CUENTO,PARTICIPO,DECIDO - PRESUPUESTOPARTICIPATIVO- COSTARICA.png\"",\""\"",\""\"",\""CUENTO,PARTICIPO,DECIDO - PRESUPUESTOPARTICIPATIVO- COSTARICA.png\"")""}","{""(https://www.youtube.com/watch?v=CiC0NDK1zSA&t=43s,\""\"",\""\"")""}","{}",NULL,NULL,NULL,NULL,False,NULL,"plazafrancia","","low","{}","both","{collaborative,public,direct}","","open_to","{small,medium,no_limit}","{neighbourhood,national}","{express,discussion}","{idea}","{}","yes","moderate","{}","stub","{}"
6045,"method","en","2019-08-28 00:00:00",True,"2019-08-28 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://medium.com/@BloombergCities/explainer-what-is-prototyping-99e73abaa643,\""\"",\""Bloomberg Cities: What is prototyping?\"")""}","{""(https://s3.amazonaws.com/participedia.prod/ee26fd86-03a8-4af4-83ac-3b71efee50ca,https://endemicarchitecture.com/Confetti-Urbanism,\""Endemic Architecture \"",\""Open for 3 months, 'Confetti Urbanism' presented prototypes of Designing Material Innovation while allowing California College of the Art's students to engage in design activities, make art, and socialize\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"729450","","","{}","both","{research}","","","{}","{}","{}","{}","{}","","","{}","","{}"
5315,"method","en","2018-06-18 00:00:00",True,"2019-06-01 21:58:10.615121","","","","","","","","{}",False,True,"{}","{""(www.jesicarson.com,\""\"",\""\"")""}","{""(https://s3.amazonaws.com/participedia.prod/d56471da-c072-46ab-b4d6-41e6b2db5e40_11745941_396287703913549_9120076262479151588_n.jpg,\""\"",\""\"",\""\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{cogovernance_ie_to_share_decision_making_with_public_authorities,make_public_decisions_ie_exert_direct_authority,direct_delivery_of_public_services_ie_by_entities_other_than_government}","","{}","","","{}","{regional}","{}","{idea_generation}","{}","yes","","{}",NULL,"{}"
5827,"method","en","2019-06-07 00:00:00",True,"2022-01-19 09:37:04.981463","","","","","","","","{}",False,False,"{}","{""(https://datasmart.ash.harvard.edu/news/article/boosting-engagement-by-gamifying-government-1122,\""\"",\""Boosting Engagement by Gamifying Government\"")"",""(https://innovationlab.net/gamifying-government/,\""\"",\""Gamifying Government: A Serious Game To Make It Agile\"")""}","{""(\""https://s3.amazonaws.com/participedia.prod/f7160f3d-590a-4dc8-907c-c82106e9d2d3-Creating an Entertaining User Experience.png\"",https://www.google.com/url?sa=i&source=images&cd=&ved=2ahUKEwj2ieSOkojkAhVYJzQIHWuaCgwQjRx6BAgBEAQ&url=https%3A%2F%2Fwww.salesforce.com%2Fhub%2Fservice%2Ftake-your-customer-experience-to-next-level-with-gamification%2F&psig=AOvVaw2eGbIFY54sdRS5Wy5XwmyS&ust=1566070647736080,\""\"",\""Creating an Entertaining User Experience.png\"")""}","{}","{}",NULL,NULL,"",NULL,False,NULL,"gamification","","","{}","both","{experiential,participatory,research}","","open","{individuals}","{no_geo}","{informal}","{}","{}","no","","{}","complete","{}"
2840,"method","en","2014-05-02 00:00:00",True,"2020-02-12 00:00:00","","","","","","","","{}",False,False,"{}","{""(\"" http://www.charretteinstitute.org/\"",\""\"",\""National Charrette Institute (Michigan State University)\"")"",""(http://www.tndtownpaper.com/what_is_charrette.htm,\""\"",\""The Town Paper - What is a Charrette?\"")"",""(http://www.mdpi.com/2071-1050/7/6/6593/pdf-vor,\""Hui Zhang, Zijun Mao, and Wei Zhang \"",\""Design Charrette as Methodology for Post-Disaster Participatory Reconstruction: Observations from a Case Study in Fukushima, Japan [pdf]\"")"",""(https://www.epa.gov/international-cooperation/public-participation-guide-charrettes,\""US EPA\"",\""EPA - Public Participation Guide: Charrettes\"")"",""(https://books.google.ca/books?id=BrfBAAAAQBAJ&pg=PA73&lpg=PA73&dq=charrette+participatory+democracy&source=bl&ots=GR4dmQB_mW&sig=ACfU3U2a-lK3qsWnItnAINj3bz6MELDBkQ&hl=en&sa=X&ved=2ahUKEwi1qMy99MznAhXGjp4KHde4A1wQ6AEwCXoECAgQAQ#v=onepage&q=charrette%20participatory%20democracy&f=false,\""edited by Rob Roggema\"",\""The Design Charrette: Ways to Envision Sustainable Futures\"")"",""(https://strathprints.strath.ac.uk/61442/,\""Ainslie Kennedy\"",\""Scotland's approach to participatory planning : characterising the charrette\"")"",""(\""https://faculty.washington.edu/sesut/Sutton%20Website%20PDFs/DesignCharrettes(2006).pdf\"",\""Sharon E. Sutton and Susan P. Kemp\"",\""Journal Article - Integrating Social Science and Design Inquiry ThroughInterdisciplinary Design Charrettes: An Approachto Participatory Community Problem Solving\"")"",""(http://ist.vito.be/en/pdf/projects/toolkitcharette.pdf,\""Nikki Slocum\"",\""Participatory Methods Toolkit: A practitioner’s manual - Charrette\"")""}","{""(https://s3.amazonaws.com/participedia.prod/b59cbd05-963b-4060-bc27-90b6d978a51e,https://www.cnu.org/publicsquare/2017/02/21/great-idea-charrette,\""\"",\""2016 Charrette in New Mexico\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"charrette","random","moderate","{}","facetoface","{planning,deliberative,collaborative}","consult","limited","{medium,large}","{city/town}","{discussion,ask}","{general}","{}","no","moderate","{develop,make}","partial_citations","{}"
5035,"method","en","2017-08-24 08:47:18",True,"2018-07-23 21:26:04.648032","","","","","","","","{}",False,False,"{}","{""(http://www.cbno.org/programs/citizen-participation-program/,\""\"",\""\"")"",""(https://www.globalgiving.org/projects/new-orleans-citizen-participation-project/,\""\"",\""\"")""}","{""(984d997f-46be-4bec-ad7a-721da858d3df_CPPLogo-color1-copy-1.jpg,\""\"",\""\"",\""\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"citizen-participation-program","","","{}","","{}","","","{}","{local}","{}","{}",NULL,"no","","{}",NULL,"{}"
855,"method","en","2013-04-12 12:04:51",True,"2019-05-10 04:14:43.344873","","","","","","","","{}",False,False,"{}","{""(http://zilino.com,\""\"",\""\"")""}","{""(e4a7ebc0-0c87-43cb-b0ce-c5d33c24bfa0_zilino.jpg,\""\"",\""\"",\""\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"zilino","","","{}","","{}","","","{}","{}","{}","{}",NULL,"no","","{}","stub","{}"
6142,"method","en","2019-10-14 00:00:00",True,"2019-10-14 16:28:12.674526","","","","","","","","{}",False,False,"{}","{""(https://www.igi-global.com/dictionary/project-management-for-transformational-egovernment/40121,\""IGI Global\"",\""What is Public sector reform\"")"",""(https://read.oecd-ilibrary.org/governance/systems-approaches-to-public-sector-challenges_9789264279865-en#page1,\""\"",\""OECD: Systems Approaches to Public Sector Challenges\"")""}","{""(https://s3.amazonaws.com/participedia.prod/2f1ec48f-5fed-4b30-b607-9df97ac221ec,https://read.oecd-ilibrary.org/governance/systems-approaches-to-public-sector-challenges_9789264279865-en#page1,OECD,\""The Public Sector and Public Organizations\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"600205","captive","moderate","{}","facetoface","{collaborative,evaluation,internal}","","limited","{medium,large}","{organization,regional,national}","{}","{}","{}","","high","{}","stub","{}"
4830,"method","en","2017-03-05 00:00:00",True,"2019-05-27 00:00:00","","","","","","","","{}",False,True,"{}","{}","{""(https://s3.amazonaws.com/participedia.prod/08b5fc43-cf69-496a-90c0-af476d8d75eb,https://www.flickr.com/photos/cndpdebatpublic/47923978481/,\""Commission nationale du débat public (CNDP)\"",\""Débat NFL Réunion à L'Isle d'Abeau\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","polarized","{}","","{}","","","{}","{national}","{}","{}","{}","yes","","{}","","{}"
6054,"method","en","2019-09-05 00:00:00",True,"2020-08-19 00:00:00","","","","","","","","{}",False,False,"{""(\""https://s3.amazonaws.com/participedia.prod/3367676e-cc84-472f-b4fe-d58fdb4955cb-Nesta Digital Democracy Case Studies\"",https://www.nesta.org.uk/report/digital-democracy-the-tools-transforming-political-engagement/,Nesta,\""Nesta Digital Democracy Case Studies\"")""}","{""(http://www.edemocracia.leg.br/,\""\"",\""e-Democracia Official Online Platform\"")""}","{""(\""https://s3.amazonaws.com/participedia.prod/600b63b6-0fa6-4192-86aa-6cfeecc09aa8-Using the e-Democracia Platform\"",http://www.edemocracia.leg.br/,e-Democracia,\""Using the e-Democracia Platform\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"707419","","low","{}","online","{collaborative,evaluation}","consult","open","{individuals,large,no_limit}","{national}","{express,ask,listenwatch}","{opinion,voting}","{preferential}","no","moderate","{make,develop}","stub","{}"
6462,"method","en","2020-04-03 00:00:00",True,"2021-07-27 00:00:00","","","","","","","","{}",False,True,"{}","{""(https://www.google.com/maps/d/u/0/viewer?mid=1LSfov2kKi_ipyJpj4D2L4zm4mtS2bRbu&ll=39.304348193682976%2C-76.64160660546526&z=12,\""\"",\""\"")"",""(https://medium.com/covid-19-public-sector-resources/covid-19-response-gis-best-practices-in-local-government-33bdfd5a4da6,\""\"",\""\"")""}","{""(https://s3.amazonaws.com/participedia.prod/d1b51f94-e727-41a7-bf10-7add5e284612,https://medium.com/covid-19-public-sector-resources/covid-19-response-gis-best-practices-in-local-government-33bdfd5a4da6,\""Baltimore City Council\"",\""Baltimore COVID-19 Asset Map\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","online","{community,evaluation}","inform","open","{large}","{metropolitan}","{no_interaction}","{n/a}","{}","","high","{deliver,develop}","stub","{6499}"
12137,"method","en","2022-12-01 14:29:07.288243",False,"2022-12-01 14:29:07.288243","","","","","","","","{}",False,False,"{}","{}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","","{}","","","{}","{}","{}","{}","{}","","","{}",NULL,"{}"
12296,"method","en","2023-02-13 17:01:47.200769",True,"2023-02-13 17:01:47.200769","","","","","","","","{}",False,True,"{}","{}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","","{}","","","{}","{}","{}","{}","{}","","","{}",NULL,"{}"
12331,"method","en","2023-02-28 09:33:39.207917",False,"2023-02-28 09:33:39.207917","","","","","","","","{}",False,False,"{}","{}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","","{}","","","{}","{}","{}","{}","{}","","","{}",NULL,"{}"
4826,"method","en","2017-03-03 00:00:00",True,"2021-02-01 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.lego.com/en-us/seriousplay/the-method,\""\"",\""LEGO® SERIOUS PLAY® The Method\"")"",""(https://www.researchgate.net/publication/262636559_White_Paper_on_LEGO_R_SERIOUS_PLAY_A_state_of_the_art_of_its_applications_in_Europe,\""\"",\""White Paper on LEGO ® SERIOUS PLAY A state of the art of its applications in Europe\"")""}","{""(https://s3.amazonaws.com/participedia.prod/af0a9fad-4f45-4bfa-a1ed-2e4f7ce60d5b_lego-serious-play.PNG,http://tinyurl.com/y3jwfafj,LEGO®,\""Lego® Serious Play®\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"lego-serious-play","","moderate","{}","facetoface","{}","","open","{}","{}","{informal}","{idea}","{}","no","","{}","stub","{}"
4600,"method","en","2016-10-03 00:00:00",True,"2020-11-29 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.ucu.org.uk/article/5382/What-are-the-guidelines-on-picketing,UCU,\""UCU - What are the guidelines on picketing?\"")"",""(https://www.humanrights.gov.au/sites/default/files/HRC_assembly_Hale.pdf,\""Ken Hale\"",\""Peaceful Picketing in Australia: The Failure to Guarantee a Basic Human Right\"")""}","{""(https://s3.amazonaws.com/participedia.prod/77ba06ef-c0e4-4677-bf28-e807562f1411_picketing.jpg,http://tinyurl.com/y5hw9vwj,\""\"",\""United Automobile, Aerospace, and Agricultural Implement Workers Picketers \"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"picketing","","","{}","facetoface","{protest}","","","{no_limit}","{organization,city/town}","{negotiation,express}","{n/a}","{}","no","","{make_influence,make}","stub","{}"
5310,"method","en","2018-06-14 00:00:00",True,"2019-07-25 16:24:46.070768","","","","","","","","{}",False,True,"{}","{""(https://www.canada.ca/en/health-canada/corporate/about-health-canada/public-engagement/resource-centre/policy-external-advisory-bodies-health-canada-2011.html#deab,\""\"",\""\"")"",""(https://www.odgersberndtson.com/media/2267/the_role_of_advisory_boards_-_who__what__why__how.pdf,\""\"",\""\"")""}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","","{}","","","{}","{}","{}","{}","{}","","","{}",NULL,"{}"
157,"method","en","2010-05-21 00:00:00",True,"2022-07-15 15:03:36.967302","","","","","","","","{}",False,False,"{}","{""(http://www.tekno.dk/subpage.php3?page=forside.php3&language=uk,\""\"",\""\"")""}","{""(https://s3.amazonaws.com/participedia.prod/e2ee3610-6a1c-4d74-9b4d-00d2750e276f,\""\"",\""\"",download.jpg)""}","{}","{}",NULL,NULL,"",NULL,False,NULL,"participatory-consensus-conferences","","","{}","","{}","","","{}","{}","{}","{}","{}","yes","","{}","","{}"
6594,"method","en","2020-06-16 00:00:00",True,"2020-06-16 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.whiteoctober.co.uk/ventures/vizzata,\""White October\"",\""White October - VIZZATA: A low-cost online tool for rapid research\"")"",""(http://surrey.testtechnologypublisher.com/technology/5855,\""\"",\""University of Surrey - Online Deliberative Engagement Method and Tool (Vizzata)\"")"",""(https://www.researchgate.net/publication/269871926_Exploring_online_mechanisms_of_public_engagement_in_risk_communication_Insights_from_the_European_FoodRisC_project,\""Liran Shan, Aine Regan, Patrick G. Wall, and Aine Mcconnon\"",\""Exploring online mechanisms of public engagement in risk communication: Insights from the European FoodRisC project\"")"",""(https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6381403/,\""Afrodita Marcu, Cecile Muller, Emma Ream and Katriina L Whitaker\"",\""Online Information-Seeking About Potential Breast Cancer Symptoms: Capturing Online Behavior With an Internet Browsing Tracking Tool\"")""}","{""(https://s3.amazonaws.com/participedia.prod/0a39c438-ae3b-4d0f-b426-496e44a4629e,http://resourcecentre.foodrisc.org/the-vizzata-method_149.html,\""FoodRisc Resource Centre\"",VIZZATA)""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"vizzata","","moderate","{}","online","{research,experiential,evaluation}","consult","open","{no_limit}","{no_geo}","{express,ask}","{opinion}","{}","no","moderate","{academic}","partial_content","{}"
6056,"method","en","2019-09-06 00:00:00",True,"2020-01-16 00:00:00","","","","","","","","{}",False,False,"{""(\""https://s3.amazonaws.com/participedia.prod/b3a373f2-a435-4996-be86-69c5635f6943-Nesta Digital Democracy Case Studies\"",https://www.nesta.org.uk/report/digital-democracy-the-tools-transforming-political-engagement/,Nesta,\""Nesta Digital Democracy Case Studies\"")""}","{""(https://parlement-et-citoyens.fr/,\""\"",\""Parlement & Citoyens Official Online Platform\"")""}","{""(https://s3.amazonaws.com/participedia.prod/880ebbc1-7678-47b9-b18f-2063196ca863,https://parlement-et-citoyens.fr/,\""Parlement & Citoyens\"",\""Using the Parlement & Citoyens Platform\"")""}","{""(https://youtu.be/addEG6WnvCk,\""Démocratie Ouverte/YouTube\"",\""Parlement & Citoyens\"")""}","{}",NULL,NULL,NULL,NULL,False,NULL,"686021","","moderate","{}","online","{collaborative,direct,evaluation}","consult","open","{individuals,large,no_limit}","{national}","{discussion,ask,express}","{idea,voting}","{supermajoritarian}","yes","moderate","{make,develop}","stub","{}"
6463,"method","en","2020-04-03 00:00:00",True,"2021-07-27 00:00:00","","","","","","","","{}",False,True,"{}","{""(https://baltimore.maps.arcgis.com/apps/Nearby/index.html?appid=32ce54bc99e746f5bc4c386208cee3e7,\""Baltimore City Council\"",\""Baltimore Free Food Locator\"")"",""(https://medium.com/covid-19-public-sector-resources/covid-19-response-gis-best-practices-in-local-government-33bdfd5a4da6,Medium,\""\"")""}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","online","{}","inform","open_to","{large}","{metropolitan}","{no_interaction}","{n/a}","{}","","","{deliver,develop}","stub","{6499}"
12369,"method","en","2023-03-08 12:42:36.811111",False,"2023-03-08 12:42:36.811111","","","","","","","","{}",False,False,"{}","{}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","","{}","","","{}","{}","{}","{}","{}","","","{}",NULL,"{}"
6464,"method","en","2020-04-03 00:00:00",True,"2021-07-28 00:00:00","","","","","","","","{}",False,True,"{}","{""(https://jefferson-county-tn-coronavirus-response-jcgiscb.hub.arcgis.com/,\""Jefferson County\"",\""Jefferson County Coronavirus Response\"")"",""(https://medium.com/covid-19-public-sector-resources/covid-19-response-gis-best-practices-in-local-government-33bdfd5a4da6,Medium,\""COVID-19 Response: GIS Best Practices in Local Government\"")""}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","online","{community,evaluation}","inform","open","{large}","{regional}","{no_interaction}","{n/a}","{}","","high","{deliver,develop}","stub","{6499}"
6461,"method","en","2020-04-03 00:00:00",True,"2021-07-28 00:00:00","","","","","","","","{}",False,True,"{}","{""(https://cobb-county-covid-19-hub-cobbcountyga.hub.arcgis.com/,\""\"",\""\"")"",""(https://medium.com/covid-19-public-sector-resources/covid-19-response-gis-best-practices-in-local-government-33bdfd5a4da6,\""\"",\""\"")""}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","online","{community,evaluation}","inform","open","{large}","{regional}","{express,no_interaction}","{n/a}","{}","","high","{deliver,develop}","stub","{6499}"
4678,"method","en","2016-11-28 00:00:00",True,"2021-04-17 00:00:00","","","","","","","","{}",False,True,"{}","{""(https://pol.is/gov,pol.is,\""\"")"",""(https://civichall.org/civicist/vtaiwan-democracy-frontier/?utm_content=bu...,\""Civic Hall\"",\""vTaiwan: Public Participation Methods on the Cyberpunk Frontier of Democracy\"")"",""(\""https://civichall.org/civicist/what-vtaiwan-teaches-us-about-digital-democracy/ \"",\""Civic Hall\"",\""What vTaiwan Teaches Us About Digital Democracy \"")""}","{""(https://s3.amazonaws.com/participedia.prod/0b1ecf70-523e-4684-b03e-07553f8128c8_vTaiwan.png,https://goo.gl/yZuPgK,\""The Alternative UK \"",\""vTaiwan logo\"")""}","{""(https://www.youtube.com/watch?v=WA1EAig_P4s,NewTechSeattle,\""Pol.is presented by Colin Megill at Seattle Tech Meetup on  June 17, 2014\"")""}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","both","{public_meetings,research,participantled}","collaborate","open","{no_limit}","{national}","{ask,discussion,negotiation}","{voting}","{preferential}","yes","","{make,develop}","partial_citations","{}"
7571,"method","en","2021-06-02 00:00:00",True,"2021-06-22 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://electric.vote,electric.vote@gmail.com,\""Electric Vote\"")"",""(https://github.com/aschethor/electric.vote,electric.vote@gmail.com,\""Source Code\"")""}","{""(https://s3.amazonaws.com/participedia.prod/7a3e4309-aa04-416f-a2cc-ef225e9704ac,\""\"",\""\"",\""Electric Vote Logo\"")"",""(https://s3.amazonaws.com/participedia.prod/a1145c2e-73de-4ae9-92f1-41bf94824b7a.jpeg,\""\"",\""\"",\""Welcome Logo\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"electric-vote","","high","{}","online","{direct,research,internal}","empower","open","{}","{organization,neighbourhood,city/town}","{express,discussion}","{voting}","{preferential}","no","high","{make_influence,make,academic}","partial_content","{}"
150,"method","en","2010-02-07 00:00:00",True,"2021-07-08 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://academic.oup.com/jpart/article/22/1/1/944908,\""Kirk Emerson, Tina Nabatchi, and Stephen Balogh\"",\""An Integrative Framework for Collaborative Governance \"")"",""(https://uwspace.uwaterloo.ca/bitstream/handle/10012/12579/Melnychuk_Natalya.pdf?sequence=3,\""Natalya Melnychuk\"",\""Assessing Legitimacy Within Collaborative Water Governance: How, When, and by Whom?\"")"",""(https://academic.oup.com/jpart/article-abstract/18/4/543/1090370,\""Chris Ansell and Alison Gash\"",\""Collaborative Governance in Theory and Practice\"")""}","{""(\""https://s3.amazonaws.com/participedia.prod/d4c60053-c684-4319-910f-85ee16c71cf0-Sharing a Vision Through Collaborative Governance\"",https://cdn.dribbble.com/users/466099/screenshots/5404037/chevaliers_dribble.jpg,Gaspart/dribble,\""Sharing a Vision Through Collaborative Governance\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"collaborative-governance","","high","{}","facetoface","{collaborative,planning,public_meetings}","collaborate","both","{medium,large}","{city/town,regional,national}","{discussion,negotiation,ask}","{idea,general}","{}","yes","very_high","{make,deliver,develop}","complete","{}"
