id,type,post_date,updated_date,location_name,city,province,country,country_best,city_best,approaches,method_types,tools_techniques_types,specific_methods_tools_techniques,primary_org_id,missing_org,missing_methods,missing_country
6259,case,2019-11-09 00:00:00,2020-01-23 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
728,case,2012-11-28 14:51:27,2017-06-21 12:03:40,,Porto Alegre,,Brazil,Brazil,Porto Alegre,{},{},{},{},,1,1,0
25,case,2010-03-05 19:45:19,2016-07-07 11:15:14,,Rosario,Santa Fe,Argentina,Argentina,Rosario,{},{},{},{},,1,1,0
2454,case,2014-04-06 13:58:16,2017-06-21 12:20:14,49th Ward,Chicago,Illinois,United States,United States,Chicago,{},{},{},{},,1,1,0
3079,case,2014-05-18 14:24:42,2017-06-20 08:32:36,Nachbarschaftsgemeinschaft in Rokko,Kobe,Hyogo,Japan,Japan,Kobe,{},{},{},{},,1,1,0
4610,case,2016-10-03 19:30:33,2016-12-19 11:59:04,,Beirut and Mount Lebanon,,Lebanon,Lebanon,Beirut and Mount Lebanon,{},{},{},{},,1,1,0
5441,case,2018-09-22 19:27:27.963923,2019-03-09 16:23:18.8401,"Winnipeg, MB, Canada",Winnipeg,,Canada,Canada,Winnipeg,{consultation},{},{},{},,1,1,0
8441,case,2022-08-27 00:00:00,2022-08-29 14:23:21.413745,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5541,case,2018-12-06 00:00:00,2019-12-09 12:42:24.428164,,Braga,Braga,Portugal,Portugal,Braga,"{consultation,citizenship,social}","{public,public_meetings,deliberative}","{manage,collect,recruit}","{146,4313}",,1,0,0
5536,case,2018-12-05 00:00:00,2019-12-09 12:20:54.148776,,Washington,District of Columbia,United States,United States,Washington,"{independent,informal,leadership}",{deliberative},{facilitate},"{5179,4939,4232,560}",,1,0,0
1270,case,2013-08-27 23:32:35,2018-12-28 22:07:08.303183,,Gopeshwar,,India,India,Gopeshwar,{},{},{},{},,1,1,0
127,case,2011-08-18 13:11:43,2019-04-24 21:22:33.74585,,,Colorado,United States,United States,Unknown,{},{},{},{},,1,1,0
6841,case,2020-08-14 00:00:00,2020-11-08 00:00:00,,Barga,Toscana,Italia,Italia,Barga,"{cogovernance,citizenship}",{deliberative},{},{},6845.0,0,1,0
12190,case,2022-12-19 20:22:48.181111,2022-12-19 20:22:48.181111,,Zapopan,Jalisco,Mexico,Mexico,Zapopan,{},{},{},{},,1,1,0
12128,case,2022-12-01 14:17:52.657285,2022-12-01 14:17:52.657285,,,New Taipei City,Taiwan,Taiwan,Unknown,"{civil,leadership,social}","{deliberative,collaborative}","{facilitate,recruit,collect}",{},,1,1,0
5176,case,2018-01-31 00:00:00,2019-12-13 00:00:00,Santa,Santa,Northwest,Cameroon,Cameroon,Santa,"{citizenship,consultation}","{deliberative,planning}",{facilitate},"{5179,5180,5178,5312}",,1,0,0
7161,case,2020-11-24 00:00:00,2021-01-22 00:00:00,,Curitiba,Paraná,Brasil,Brasil,Curitiba,{},{},{},{},,1,1,0
13247,case,2024-05-02 09:37:33.781415,2024-05-02 09:37:33.781415,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5225,case,2018-02-21 00:00:00,2021-04-25 00:00:00,Regione Puglia,Bari,Bari,Italy,Italy,Bari,{consultation},{deliberative},{facilitate},{4777},,1,0,0
12024,case,,2022-11-08 15:09:19.23,,Southampton,England,United Kingdom,United Kingdom,Southampton,"{direct,coproduction}","{direct,collaborative}","{plan,propose}",{},,1,1,0
8355,case,2022-07-08 00:00:00,2022-07-08 13:54:15.919103,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12025,case,,2022-11-08 15:57:25.318,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7102,case,2020-10-04 00:00:00,2020-11-14 00:00:00,,Madrid,Community of Madrid,Spain,Spain,Madrid,{},"{deliberative,planning}","{facilitate,recruit,propose}","{560,4328,4939,5086}",4680.0,0,0,0
5544,case,2018-12-06 00:00:00,2019-12-09 14:51:38.805635,,,,United Kingdom,United Kingdom,Unknown,{research},{deliberative},"{facilitate,inform,recruit}","{147,560,566}",318.0,0,0,0
5554,case,2018-12-07 00:00:00,2020-01-20 00:00:00,,Seoul,Seoul,South Korea,South Korea,Seoul,"{consultation,research,cogovernance}","{community,informal}","{collect,propose,plan}","{4232,733,4313,4345,4939,4328}",,1,0,0
8356,case,2022-07-08 19:14:53.573104,2022-07-13 17:38:36.918757,,Belo Horizonte,Minas Gerais,Brasil,Brasil,Belo Horizonte,{consultation},{public_meetings},{},{},,1,1,0
12106,case,2022-11-22 10:27:50.678401,2022-11-22 10:27:50.678401,,,,,Unknown,Unknown,"{direct,research,social}","{longterm,direct,community}","{facilitate,facilitate_decisionmaking,collect}",{},,1,1,1
12027,case,2022-11-08 16:54:27.048794,2022-11-08 16:54:27.048794,,Kitakyushu,Fukuoka,Japan,Japan,Kitakyushu,{},{},{},{},,1,1,0
4256,case,2015-06-28 14:40:53,2019-04-03 09:33:11.70664,Bento Gonçalves,Bento Gonçalves,Minas Gerais,Brazil,Brazil,Bento Gonçalves,{},{},{},{},,1,1,0
5132,case,2017-11-16 06:00:51,2018-08-06 21:43:10.075267,Regional Elderly Forum,Belo Horizonte,,Brazil,Brazil,Belo Horizonte,{},{},{},{},,1,1,0
4226,case,2015-05-18 00:00:00,2020-08-26 00:00:00,The Scottish Government,Edinburgh,,United Kingdom,United Kingdom,Edinburgh,{consultation},{deliberative},"{facilitate,inform,propose}","{155,560,566}",,1,0,0
13256,case,2024-05-10 10:35:33.11652,2024-05-10 10:35:33.11652,,,Lapland,Finland,Finland,Unknown,{},{},{},{},,1,1,0
7791,case,2021-11-15 00:00:00,2021-11-15 14:28:41.325804,,Chicago,Illinois,United States,United States,Chicago,{},{},{},{},,1,1,0
4604,case,2016-10-03 00:00:00,2020-08-04 00:00:00,,Ottawa,,Canada,Canada,Ottawa,{consultation},{deliberative},"{facilitate,propose,inform}","{635,566,560}",,1,0,0
4415,case,2016-06-05 00:00:00,2021-10-25 14:23:50.931472,,,,United States,United States,Unknown,"{protest,social,advocacy}","{protest,community,informal}",{inform},"{4939,4426}",,1,0,0
12419,case,2023-05-19 17:42:20.036,2023-05-19 17:42:20.036,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4236,case,2015-05-31 11:21:41,2018-11-04 23:57:35.946444,,,Massachusetts,United States,United States,Unknown,{},{},{},{},,1,1,0
12029,case,2022-11-08 17:22:50.291537,2022-11-08 17:22:50.291537,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4931,case,2017-06-06 02:01:40,2018-08-26 22:15:46.602235,"Brasilia - Federal District, Brazil",Brasilia,,Brazil,Brazil,Brasilia,{},{},{},{},,1,1,0
4161,case,2014-12-11 09:05:19,2019-03-06 16:31:15.561925,,,Nordrhein-Westfalen,Germany,Germany,Unknown,{},{},{},{},,1,1,0
4868,case,2017-04-11 00:00:00,2019-11-06 00:00:00,Konstanz,,Baden-Württemberg,Germany,Germany,Konstanz,{},{},{},{},,1,1,0
4466,case,2016-07-03 00:00:00,2019-09-02 00:00:00,Kosciuszko National Park,Kosciuszko National Park,New South Wales,Australia,Australia,Kosciuszko National Park,{consultation},{deliberative},"{collect,facilitate,inform}","{145,565,733,4777,4467}",4453.0,0,0,0
5432,case,2018-09-11 00:00:00,2020-11-03 00:00:00,"Vecchiano, PI, Italia",Vecchiano,,Italia,Italia,Vecchiano,"{civil,consultation,cogovernance}",{},{},{},,1,1,0
7091,case,2020-10-04 00:00:00,2020-11-03 00:00:00,,,Baden-Württemberg,Germany,Germany,Unknown,{consultation},{deliberative},"{facilitate,recruit}","{560,160,154}",,1,0,0
12825,case,2023-09-23 10:26:46.167229,2023-09-23 10:26:46.167229,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12828,case,2023-09-26 16:59:45.263938,2023-09-26 16:59:45.263938,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12837,case,2023-09-30 07:03:17.907371,2023-09-30 07:03:17.907371,,,,India,India,Unknown,{},{},{},{},,1,1,0
12880,case,2023-10-24 08:28:04.974662,2023-10-24 08:28:04.974662,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5317,case,2018-05-29 00:00:00,2021-04-12 00:00:00,Ireland,,,Ireland,Ireland,Ireland,{consultation},{deliberative},"{facilitate,facilitate_decisionmaking,inform}",{4258},,1,0,0
7096,case,2020-10-04 00:00:00,2020-11-11 00:00:00,,Hanover,Lower Saxony,Germany,Germany,Hanover,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,154,160}",,1,0,0
3193,case,2014-05-23 02:06:26,2017-06-03 14:35:57,,Seattle,Washington,United States,United States,Seattle,{},{},{},{},,1,1,0
13248,case,2024-05-03 09:04:28.690472,2024-05-03 09:04:28.690472,,,,Sierra Leone,Sierra Leone,Unknown,"{citizenship,social,leadership}","{community,longterm,internal}","{inform,legislation,manage}","{7413,6762,6741,5042}",,1,0,0
4353,case,2016-05-01 00:00:00,2020-08-04 00:00:00,Adelaide Zoo,Adelaide,,Australia,Australia,Adelaide,{},{},{},{},,1,1,0
5443,case,2018-09-22 19:40:06.551705,2019-03-09 16:36:14.637705,"Winnipeg, MB, Canada",Winnipeg,,Canada,Canada,Winnipeg,{consultation},{},{},{},,1,1,0
12101,case,,2022-11-21 18:30:49.085,,Vancouver,British Columbia,Canada,Canada,Vancouver,{},{},{},{},,1,1,0
4472,case,2016-07-13 00:00:00,2020-11-22 00:00:00,,Bayside,Victoria,Australia,Australia,Bayside,{consultation},{deliberative},"{facilitate,facilitate_decisionmaking}",{4579},4455.0,0,0,0
4243,case,2015-06-11 11:51:51,2018-11-07 20:45:33.352948,"Haninge, Sweden",Haninge,,Sweden,Sweden,Haninge,{},{},{},{},,1,1,0
6923,case,2020-09-07 00:00:00,2020-10-04 00:00:00,,,,Bolivia,Bolivia,Unknown,{civil},{collaborative},{propose},{4328},,1,0,0
4408,case,2016-05-29 00:00:00,2020-08-04 00:00:00,Penrith Council Civic Centre,Penrith,New South Wales,Australia,Australia,Penrith,{consultation},{deliberative},"{recruit,facilitate}","{5507,155}",216.0,0,0,0
8206,case,2022-05-08 20:16:52.523508,2022-05-09 13:22:46.523029,,Orléans,Centre-Val de Loire,France,France,Orléans,{},{},{},{},,1,1,0
4788,case,2017-01-30 00:00:00,2021-04-28 00:00:00,Università di Udine - Dipartimento di Scienze Umane,Udine,,Italy,Italy,Udine,{consultation},"{planning,deliberative}","{inform,plan}","{4380,2840,5098}",,1,0,0
7153,case,2020-10-29 00:00:00,2020-12-05 00:00:00,,,,Mexico,Mexico,Unknown,"{civil,consultation}",{deliberative},{facilitate},"{4700,4328}",,1,0,0
7151,case,2020-10-29 00:00:00,2020-12-04 00:00:00,,Choluteca,Choluteca Department,Honduras,Honduras,Choluteca,{direct},{direct},{facilitate},{},,1,1,0
5394,case,2018-07-10 15:58:51.613723,2019-03-17 00:29:03.152643,USA,,,United States,United States,USA,"{research,consultation,evaluation}",{},{},{},,1,1,0
12882,case,2023-10-24 08:43:07.587456,2023-10-30 19:22:37.238827,,Cape Town,Western Cape,South Africa,South Africa,Cape Town,{protest},"{informal_participation,deliberative,protest}",{},{},,1,1,0
12540,case,2023-05-23 10:13:14.951906,2023-05-23 10:13:14.951906,,,England,United Kingdom,United Kingdom,Unknown,{consultation},{deliberative},"{propose,facilitate,recruit}",{},,1,1,0
13271,case,2024-05-29 19:29:45.140968,2024-05-29 19:29:45.140968,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7150,case,2020-10-29 00:00:00,2020-12-04 00:00:00,,,,Honduras,Honduras,Unknown,{},{collaborative},{propose},{4595},,1,0,0
7148,case,2020-10-28 00:00:00,2020-11-29 00:00:00,,,Oklahoma,United States,United States,Unknown,{protest},{protest},{inform},"{4426,794,4601,4939,387}",,1,0,0
12103,case,,2022-11-21 18:37:08.745,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
13269,case,2024-05-29 07:03:42.838,2024-05-29 07:03:42.838,,Nijkerk,Gelderland,Netherlands,Netherlands,Nijkerk,{independent},{},"{propose,plan,facilitate}",{},,1,1,0
13315,case,2024-06-16 20:00:47.284595,2024-06-16 20:00:47.284595,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6086,case,2019-09-18 00:00:00,2021-01-14 00:00:00,,,,United Kingdom,United Kingdom,Unknown,"{consultation,research}",{deliberative},"{facilitate,recruit}","{4258,560,566}",6964.0,0,0,0
5034,case,2017-08-24 08:30:17,2019-02-01 16:43:34.178782,,New Orleans,Louisiana,United States,United States,New Orleans,"{civil,social,consultation}",{},{},{},,1,1,0
6987,case,2020-09-19 00:00:00,2020-10-24 00:00:00,,,,Denmark,Denmark,Unknown,{consultation},"{deliberative,public_meetings}","{facilitate,recruit}","{5086,560}",4851.0,0,0,0
6992,case,2020-09-19 00:00:00,2020-10-24 00:00:00,,Artern,Thuringia,Germany,Germany,Artern,{consultation},"{deliberative,planning}","{facilitate,propose,recruit}","{560,160}",,1,0,0
6989,case,2020-09-19 00:00:00,2020-10-24 00:00:00,,,,France,France,Unknown,{consultation},{deliberative},"{facilitate,propose,recruit}","{155,560,565}",6808.0,0,0,0
6985,case,2020-09-19 00:00:00,2020-10-24 00:00:00,,Ballerup,,Denmark,Denmark,Ballerup,"{consultation,citizenship}",{deliberative},"{facilitate,propose,recruit}","{162,560}",4851.0,0,0,0
13082,case,2024-01-29 19:43:29.932122,2024-01-29 20:26:38.816444,,Middelburg,Zeeland,Nederland,Nederland,Middelburg,"{social,leadership,independent}","{community,collaborative,longterm}","{recruit,propose}",{},,1,1,0
4854,case,2017-03-28 00:00:00,2021-06-04 00:00:00,Mole Vanvitelliana,Ancona,,Italy,Italy,Ancona,{},"{deliberative,participantled}","{facilitate,propose}",{4795},4768.0,0,0,0
8205,case,2022-05-04 22:24:54.360299,2022-05-09 13:23:14.894736,,,,Taiwan,Taiwan,Unknown,{},{},{},{},,1,1,0
6959,case,2020-09-12 00:00:00,2020-10-23 00:00:00,,,,Denmark,Denmark,Unknown,{},{deliberative},"{facilitate,recruit,propose}","{163,560}",4851.0,0,0,0
13120,case,,2024-02-06 01:33:09.929,,Conway,Arkansas,United States,United States,Conway,{},{},{},{},,1,1,0
13318,case,2024-06-24 12:07:38.868991,2024-06-24 12:07:38.868991,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
13122,case,,2024-02-06 01:55:25.805,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4607,case,2016-10-03 15:15:13,2019-03-06 16:16:56.26405,North End Bell Tower,Winnipeg,Manitoba,Canada,Canada,Winnipeg,{},{},{},{},,1,1,0
6950,case,2020-09-12 00:00:00,2020-10-23 00:00:00,,,,Denmark,Denmark,Unknown,{consultation},{deliberative},"{facilitate,recruit,propose}","{5086,560}",4851.0,0,0,0
7138,case,2020-10-27 00:00:00,2020-11-29 00:00:00,,,,Guatemala,Guatemala,Unknown,"{advocacy,civil}",{},{},{},,1,1,0
6940,case,2020-09-09 00:00:00,2020-10-21 00:00:00,,Porto Alegre,State of Rio Grande do Sul,Brazil,Brazil,Porto Alegre,"{research,consultation}",{deliberative},"{facilitate,recruit,collect}","{154,560,147,565,566}",,1,0,0
5535,case,2018-12-05 00:00:00,2019-12-09 12:40:00.235204,,Dundee,Scotland,United Kingdom,United Kingdom,Dundee,"{direct,cogovernance}",{},{},{},,1,1,0
8204,case,2022-05-04 00:00:00,2022-05-12 17:53:50.559617,,,,Nigeria,Nigeria,Unknown,{informal},"{collaborative,informal}",{facilitate},{},,1,1,0
7135,case,2020-10-27 00:00:00,2020-11-29 00:00:00,,,,Dominican Republic,Dominican Republic,Unknown,{evaluation},{evaluation},{legislation},{},,1,1,0
13316,case,2024-06-20 14:03:21.291308,2024-06-27 03:57:40.439425,,,,Taiwan,Taiwan,Unknown,{research},{deliberative},{facilitate},{},,1,1,0
13333,case,2024-08-03 22:12:09.648,2024-08-03 22:12:09.648,,,,Tanzania,Tanzania,Unknown,{},{},{},{},,1,1,0
12910,case,2023-11-06 18:53:53.484406,2023-11-06 20:37:38.240878,,Cape Town,Western Cape,South Africa,South Africa,Cape Town,{},{},{},{},,1,1,0
8203,case,2022-05-04 00:00:00,2022-05-12 17:52:39.492539,,Little Rock,Arkansas,United States,United States,Little Rock,{protest},{protest},{},{},,1,1,0
7133,case,2020-10-27 00:00:00,2020-11-29 00:00:00,,,,Brazil,Brazil,Unknown,{},{informal},{propose},{4595},,1,0,0
5359,case,2018-06-28 21:12:49.032102,2019-03-16 07:45:15.200331,"Belfast, UK",Belfast,,United Kingdom,United Kingdom,Belfast,{consultation},{},{},{},,1,1,0
6549,case,2020-05-15 00:00:00,2020-05-15 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12912,case,2023-11-09 18:45:51.304951,2023-11-09 18:45:51.304951,,Washington,District of Columbia,United States,United States,Washington,{},{},{},{},,1,1,0
12914,case,2023-11-10 13:17:56.827322,2023-11-10 13:17:56.827322,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7799,case,2021-11-18 21:36:53.338999,2022-01-19 09:44:40.332581,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4553,case,2016-08-22 19:04:27,2019-08-10 19:17:46.276798,,Port Hedland,Western Australia,Australia,Australia,Port Hedland,{consultation},{deliberative},"{plan,propose,collect}","{565,145,4639}",4456.0,0,0,0
6874,case,2020-08-25 00:00:00,2021-03-20 00:00:00,,,,Austria,Austria,Unknown,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,154,163}",,1,0,0
13352,case,2024-07-18 01:45:22.80882,2024-07-18 01:45:22.80882,,Butler,Pennsylvania,United States,United States,Butler,{},{},{},{},,1,1,0
7995,case,2022-07-16 11:24:33.5,2022-07-16 11:24:33.5,,Jesus María,Córdoba,Argentina,Argentina,Jesus María,{research},{deliberative},"{facilitate,propose,inform}",{},,1,1,0
13335,case,2024-07-12 12:54:00.175313,2024-07-25 08:52:58.555978,,Namur,Région Wallonne,Belgique,Belgique,Namur,"{cogovernance,citizenship}",{deliberative},"{facilitate,propose,inform}",{560},13357.0,0,0,0
7128,case,2020-10-26 00:00:00,2020-10-26 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6122,case,2019-10-06 00:00:00,2020-06-03 00:00:00,,Nantes,Pays de la Loire,France,France,Nantes,{},{},{},{},,1,1,0
8202,case,2022-05-04 00:00:00,2022-05-12 17:53:20.370446,,Aleppo,Aleppo Governorate,Syria,Syria,Aleppo,{cogovernance},{planning},{plan},{},,1,1,0
7027,case,2020-09-27 00:00:00,2020-11-02 00:00:00,,Solingen,North Rhine-Westphalia,Germany,Germany,Solingen,{},"{deliberative,planning}","{facilitate,recruit,plan}","{560,160,154}",,1,0,0
456,case,2011-12-29 00:00:00,2020-08-23 00:00:00,Monterrey Nuevo León,Monterrey,Nuevo León,Mexico,Mexico,Monterrey,"{coproduction,research,social}","{community,planning,research}","{plan,collect}","{5098,4380,150}",,1,0,0
8201,case,2022-05-04 00:00:00,2022-05-12 17:54:25.046279,,Spartanburg,South Carolina,United States,United States,Spartanburg,"{social,direct,cogovernance}","{evaluation,collaborative,public_meetings}",{},{},,1,1,0
6843,case,2020-08-15 00:00:00,2021-04-24 00:00:00,,,,United States,United States,Unknown,"{protest,independent}",{protest},{inform},"{4939,5410,794,4426}",,1,0,0
5385,case,2018-07-03 00:00:00,2020-06-12 00:00:00,"Cambridge, UK",Cambridge,,United Kingdom,United Kingdom,Cambridge,"{consultation,research}","{deliberative,internal}","{facilitate,propose,recruit}","{5179,566}",,1,0,0
1354,case,2013-09-28 08:24:20,2018-12-21 11:45:41.402253,Veneto Region,,,Italy,Italy,Veneto Region,{},{},{},{},,1,1,0
12056,case,2022-11-09 17:37:05.463519,2022-11-09 17:37:05.463519,,,,United States,United States,Unknown,{},"{informal_participation,research}","{collect,facilitate}",{},318.0,0,1,0
8200,case,2022-05-04 00:00:00,2022-05-12 16:36:34.140953,,,,Serbia,Serbia,Unknown,"{protest,civil}","{protest,direct,collaborative}","{facilitate,inform}",{},,1,1,0
5545,case,2018-12-06 00:00:00,2019-12-20 00:00:00,,Canberra,Australian Capital Territory,Australia,Australia,Canberra,"{informal_engagement,research,civil}",{},{},{},,1,1,0
38,case,2010-06-01 00:00:00,2024-08-06 19:18:00.246873,Daintree Region,Far North Queensland,,Australia,Australia,Far North Queensland,{consultation},"{deliberative,research}","{facilitate,inform,recruit}",{155},,1,0,0
5239,case,2018-03-05 21:39:13,2019-03-17 02:01:55.349545,"Tucson, Arizona 85701, USA",Tucson,,United States,United States,Tucson,"{coproduction,informal,independent}",{},{},{},,1,1,0
5538,case,2018-12-06 00:00:00,2019-12-22 00:00:00,,,,,Unknown,Unknown,"{research,civil}",{research},{inform},{},,1,1,1
6820,case,2020-08-06 00:00:00,2020-08-12 00:00:00,,Amersfoort,Utrecht,Netherlands,Netherlands,Amersfoort,{consultation},{deliberative},"{facilitate,recruit,collect}","{560,5086,5507}",,1,0,0
12127,case,2022-12-01 14:16:49.686108,2022-12-01 14:16:49.686108,,,,United States,United States,Unknown,"{research,social}","{informal_participation,research}","{collect,facilitate}",{},,1,1,0
12035,case,2022-11-08 19:46:25.27364,2022-11-08 19:46:25.27364,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6824,case,2020-08-06 00:00:00,2020-08-12 00:00:00,,,Vorarlberg,Austria,Austria,Unknown,"{consultation,social}",{deliberative},"{facilitate,recruit,propose}","{5433,560}",,1,0,0
8199,case,2022-05-04 00:00:00,2022-05-12 16:37:01.278201,,Little Rock,Arkansas,United States,United States,Little Rock,"{social,protest,advocacy}","{protest,participatory}",{},{},,1,1,0
12935,case,2023-12-03 03:38:32.788707,2023-12-03 03:38:32.788707,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8246,case,2022-05-20 00:00:00,2023-12-07 12:06:28.045697,,,,,Unknown,Unknown,{civil},{deliberative},"{facilitate,recruit,propose}",{},,1,1,1
12938,case,2023-12-04 19:18:43.956288,2023-12-04 19:18:43.956288,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6804,case,2020-08-05 00:00:00,2021-02-27 00:00:00,,,,Mozambique,Mozambique,Unknown,{},{},{},{},,1,1,0
12941,case,,2023-12-04 23:20:59.684,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4676,case,2016-11-28 00:00:00,2020-11-19 00:00:00,MediaLab Prado,Madri,Madrid,Spain,Spain,Madri,{},{},"{facilitate,collect}",{4328},4680.0,0,0,0
5540,case,2018-12-06 00:00:00,2019-12-29 00:00:00,,,England,United Kingdom,United Kingdom,Unknown,"{social,research}",{},{},{},,1,1,0
12200,case,2023-01-20 22:24:37.927127,2023-01-20 22:24:37.927127,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4944,case,2017-06-22 08:09:23,2018-08-04 16:59:35.56137,,,,Brazil,Brazil,Unknown,{},{},{},{},,1,1,0
1863,case,2014-02-07 00:00:00,2020-08-04 00:00:00,Prince Edward County,Picton,Ontario,Canada,Canada,Picton,{consultation},{deliberative},"{facilitate,propose,recruit}","{154,5507,560,4258,5309}",,1,0,0
6957,case,2020-09-12 00:00:00,2020-09-13 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8198,case,2022-05-04 00:00:00,2022-05-12 16:39:13.805735,,,Arkansas,United States,United States,Unknown,{cogovernance},"{direct,evaluation}",{facilitate_decisionmaking},{},,1,1,0
6089,case,2019-09-19 00:00:00,2020-10-21 00:00:00,,,,Myanmar (Burma),Myanmar (Burma),Unknown,{research},"{research,deliberative}","{facilitate,collect,inform}","{147,457}",,1,0,0
5417,case,2018-08-20 00:00:00,2020-02-14 00:00:00,"Vancouver, BC, Canada",Vancouver,,Canada,Canada,Vancouver,"{cogovernance,consultation}",{public},"{manage,facilitate_decisionmaking}","{146,4298,4324}",,1,0,0
12308,case,2023-02-16 17:30:15.333851,2023-02-16 17:30:15.287,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12309,case,2023-02-16 20:50:55.010379,2023-02-16 20:50:55.010379,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4605,case,2016-10-03 00:00:00,2020-08-04 00:00:00,,Toronto,,Canada,Canada,Toronto,{consultation},"{deliberative,planning}","{facilitate,propose,recruit}","{566,635,154,5507,5309,4380,4766,5098,4349}",,1,0,0
5706,case,2019-03-29 00:00:00,2021-01-14 00:00:00,,,,United Kingdom,United Kingdom,Unknown,"{consultation,research}",{deliberative},"{facilitate,inform,propose}","{5179,560}",7234.0,0,0,0
5724,case,2019-03-29 17:12:56.48085,2019-03-31 16:32:33.51751,UK,,,United Kingdom,United Kingdom,UK,{},{},{},{},,1,1,0
7699,case,2021-09-25 00:00:00,2022-05-12 16:30:28.576938,,,,Ghana,Ghana,Unknown,{},{},{},{},,1,1,0
6222,case,2019-10-26 00:00:00,2020-11-03 00:00:00,,Signa,Toscana,Italia,Italia,Signa,{consultation},{deliberative},{facilitate},{4830},4768.0,0,0,0
4391,case,2016-05-22 00:00:00,2020-11-25 00:00:00,Noosa Shire Council,,Queensland,Australia,Australia,Noosa Shire Council,{consultation},{deliberative},"{recruit,facilitate,facilitate_decisionmaking}","{155,5507}",216.0,0,0,0
6871,case,2020-08-25 00:00:00,2020-08-25 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12257,case,2023-02-01 17:40:49.293,2023-02-01 17:40:49.293,,Glasgow,Scotland,United Kingdom,United Kingdom,Glasgow,"{cogovernance,consultation,advocacy}","{deliberative,participantled,planning}","{facilitate,propose,inform}",{},,1,1,0
8302,case,2022-06-27 00:00:00,2022-06-28 20:07:50.707164,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8363,case,2022-07-13 19:58:39.942711,2022-07-13 20:40:49.660242,,,,Brasil,Brasil,Unknown,"{consultation,cogovernance,social}",{},{},{},,1,1,0
12261,case,2023-02-02 19:27:19.074,2023-02-02 19:27:19.074,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4387,case,2016-05-18 00:00:00,2020-08-04 00:00:00,Marrickville Council Chambers,Sydney,New South Wales,Australia,Australia,Sydney,{},{},{},{},,1,1,0
6298,case,2019-11-11 00:00:00,2020-02-11 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7674,case,2021-08-27 00:00:00,2022-05-12 16:29:49.025676,,,Arkansas,United States,United States,Unknown,"{direct,advocacy}","{community,direct}","{legislation,inform}",{},,1,1,0
6084,case,2019-09-17 00:00:00,2020-01-23 00:00:00,,,Scotland,United Kingdom,United Kingdom,Unknown,{cogovernance},"{public,community}",{manage},{146},275.0,0,0,0
7001,case,2020-09-20 00:00:00,2020-11-20 00:00:00,,Leeds,England,United Kingdom,United Kingdom,Leeds,{consultation},{deliberative},"{facilitate,recruit,propose}","{155,5507,566,560}",6309.0,0,0,0
12059,case,2022-11-09 19:01:21.410697,2022-11-09 19:01:21.410697,,San Francisco,California,United States,United States,San Francisco,"{coproduction_form,evaluation,coproduction}",{planning},{propose},{},,1,1,0
12391,case,2023-03-14 15:27:50.259239,2023-03-14 15:27:50.259239,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12390,case,,2023-03-14 15:21:56.947,,Southampton,England,United Kingdom,United Kingdom,Southampton,{},{},{},{},,1,1,0
8305,case,2022-06-27 00:00:00,2022-06-28 20:06:45.409715,,,,United States,United States,Unknown,{},{},{},{},,1,1,0
12145,case,2022-12-03 01:02:17.800951,2022-12-03 01:02:17.800951,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6982,case,2020-09-18 00:00:00,2020-10-10 00:00:00,,,,Mexiko,Mexiko,Unknown,{consultation},{informal},"{propose,collect}",{733},,1,0,0
